"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","apm:apmNumber","apm:apmYear","apm:beginningBatesNumber","apm:endingBatesNumber","apm:startImage","apm:endImage","apm:boxSequence","apm:documentType","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
138773,"GMD042412.pdf","GMD042412.pdf","All Participant Memos","APMs","All Participant Memos","","95-19 - 1995","95-19","1995","APMS-0005-1137","APMS-0005-1140","1","4","494","APMs","","GMD042412","1"
165099,"GMD042416.pdf","GMD042416.pdf","All Participant Memos","APMs","All Participant Memos","","95-23 - 1995","95-23","1995","APMS-0005-1156","APMS-0005-1159","1","4","498","APMs","","GMD042416","1"
28044,"GMD042419.pdf","GMD042419.pdf","All Participant Memos","APMs","All Participant Memos","","95-26 - 1995","95-26","1995","APMS-0005-1179","APMS-0005-1179","1","1","501","APMs","","GMD042419","1"
1673122,"GMD042420.pdf","GMD042420.pdf","All Participant Memos","APMs","All Participant Memos","","95-27 - 1995","95-27","1995","APMS-0005-1180","APMS-0005-1220","1","43","502","APMs","","GMD042420","1"
140273,"GMD042428.pdf","GMD042428.pdf","All Participant Memos","APMs","All Participant Memos","","96-8 - 1996","96-8","1996","APMS-0005-1471","APMS-0005-1473","1","3","510","APMs","","GMD042428","1"
334810,"GMD042434.pdf","GMD042434.pdf","All Participant Memos","APMs","All Participant Memos","","96-14 - 1996","96-14","1996","APMS-0005-1513","APMS-0005-1521","1","9","516","APMs","","GMD042434","1"
43352,"GMD042437.pdf","GMD042437.pdf","All Participant Memos","APMs","All Participant Memos","","96-17 - 1996","96-17","1996","APMS-0005-1525","APMS-0005-1525","1","1","519","APMs","","GMD042437","1"
132240,"GMD042439.pdf","GMD042439.pdf","All Participant Memos","APMs","All Participant Memos","","96-19 - 1996","96-19","1996","APMS-0005-1531","APMS-0005-1533","1","3","521","APMs","","GMD042439","1"
4495411,"GMD042443.pdf","GMD042443.pdf","All Participant Memos","APMs","All Participant Memos","","96-23 - 1996","96-23","1996","APMS-0005-1554","APMS-0005-1655","1","102","525","APMs","","GMD042443","1"
138279,"GMD042447.pdf","GMD042447.pdf","All Participant Memos","APMs","All Participant Memos","","96-27 - 1996","96-27","1996","APMS-0005-1944","APMS-0005-1946","1","3","529","APMs","","GMD042447","1"
54745,"GMD042451.pdf","GMD042451.pdf","All Participant Memos","APMs","All Participant Memos","","96-31 - 1996","96-31","1996","APMS-0005-1953","APMS-0005-1954","1","2","533","APMs","","GMD042451","1"
458750,"GMD042455.pdf","GMD042455.pdf","All Participant Memos","APMs","All Participant Memos","","97-1 - 1997","97-1","1997","APMS-0005-1987","APMS-0005-1999","1","13","537","APMs","","GMD042455","1"
461626,"GMD042459.pdf","GMD042459.pdf","All Participant Memos","APMs","All Participant Memos","","97-5 - 1997","97-5","1997","APMS-0005-2064","APMS-0005-2076","1","13","541","APMs","","GMD042459","1"
213534,"GMD042463.pdf","GMD042463.pdf","All Participant Memos","APMs","All Participant Memos","","97-9 - 1997","97-9","1997","APMS-0005-2109","APMS-0005-2117","1","9","545","APMs","","GMD042463","1"
457266,"GMD042467.pdf","GMD042467.pdf","All Participant Memos","APMs","All Participant Memos","","97-13 - 1997","97-13","1997","APMS-0005-2163","APMS-0005-2175","1","13","549","APMs","","GMD042467","1"
444641,"GMD042471.pdf","GMD042471.pdf","All Participant Memos","APMs","All Participant Memos","","97-17 - 1997","97-17","1997","APMS-0005-2197","APMS-0005-2209","1","13","553","APMs","","GMD042471","1"
136106,"GMD042475.pdf","GMD042475.pdf","All Participant Memos","APMs","All Participant Memos","","97-21 - 1997","97-21","1997","APMS-0005-2236","APMS-0005-2240","1","5","557","APMs","","GMD042475","1"
23398,"GMD042479.pdf","GMD042479.pdf","All Participant Memos","APMs","All Participant Memos","","97-25 - 1997","97-25","1997","APMS-0005-2272","APMS-0005-2272","1","1","561","APMs","","GMD042479","1"
26276,"GMD042483.pdf","GMD042483.pdf","All Participant Memos","APMs","All Participant Memos","","97-29 - 1997","97-29","1997","APMS-0005-2289","APMS-0005-2289","1","1","565","APMs","","GMD042483","1"
1253174,"GMD042487.pdf","GMD042487.pdf","All Participant Memos","APMs","All Participant Memos","","97-33 - 1997","97-33","1997","APMS-0005-2361","APMS-0005-2383","1","23","569","APMs","","GMD042487","1"
46419,"GMD042491.pdf","GMD042491.pdf","All Participant Memos","APMs","All Participant Memos","","97-37 - 1997","97-37","1997","APMS-0005-2430","APMS-0005-2430","1","1","573","APMs","","GMD042491","1"
25698,"GMD042492.pdf","GMD042492.pdf","All Participant Memos","APMs","All Participant Memos","","97-38 - 1997","97-38","1997","APMS-0005-2431","APMS-0005-2431","1","1","574","APMs","","GMD042492","1"
25936,"GMD042495.pdf","GMD042495.pdf","All Participant Memos","APMs","All Participant Memos","","97-41 - 1997","97-41","1997","APMS-0005-2435","APMS-0005-2435","1","1","577","APMs","","GMD042495","1"
9922788,"GMD042496.pdf","GMD042496.pdf","All Participant Memos","APMs","All Participant Memos","","Appendix - 1991","Appendix","1991","APMS-0005-2436","APMS-0005-2709","1","274","578","APMs","","GMD042496","1"
1614898,"GMD042499.pdf","GMD042499.pdf","All Participant Memos","APMs","All Participant Memos","","1 - 2210.3 REV 8, Contents","1","2210.3 REV 8, Contents","APMS-0006-0601","APMS-0006-0638","1","38","581","APMs","","GMD042499","1"
4188420,"GMD042500.pdf","GMD042500.pdf","All Participant Memos","APMs","All Participant Memos","","2 - 2210.3 REV 8, Contents","2","2210.3 REV 8, Contents","APMS-0006-0639","APMS-0006-0755","1","117","582","APMs","","GMD042500","1"
22708,"GMD042503.pdf","GMD042503.pdf","All Participant Memos","APMs","All Participant Memos","","5 - 2210.3 REV 8, Contents","5","2210.3 REV 8, Contents","APMS-0006-0802","APMS-0006-0803","1","2","585","APMs","","GMD042503","1"
12647,"GMD042504.pdf","GMD042504.pdf","All Participant Memos","APMs","All Participant Memos","","6 - 2210.3 REV 8, Contents","6","2210.3 REV 8, Contents","APMS-0006-0804","APMS-0006-0804","1","1","586","APMs","","GMD042504","1"
3850945,"GMD042245.pdf","GMD042245.pdf","All Participant Memos","APMs","All Participant Memos","","2001-8 - 2001","2001-8","2001","APMS-0004-1172","APMS-0004-1278","1","107","327","APMs","","GMD042245","1"
3475832,"GMD041932.pdf","GMD041932.pdf","All Participant Memos","APMs","All Participant Memos","","1989","","1989","APMS-0003-0462","APMS-0003-0561","1","100","11","APMs","","GMD041932","1"
68547,"GMD041934.pdf","GMD041934.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 1991","Table of Contents","1991","APMS-0003-0827","APMS-0003-0828","1","2","13","APMs","","GMD041934","1"
36828,"GMD042317.pdf","GMD042317.pdf","All Participant Memos","APMs","All Participant Memos","","2003-20 - 2003","2003-20","2003","APMS-0004-1735","APMS-0004-1735","1","1","400","APMs","","GMD042317","1"
166167,"GMD042319.pdf","GMD042319.pdf","All Participant Memos","APMs","All Participant Memos","","2003-22 - 2003","2003-22","2003","APMS-0004-1738","APMS-0004-1741","1","4","402","APMs","","GMD042319","1"
63495,"GMD042321.pdf","GMD042321.pdf","All Participant Memos","APMs","All Participant Memos","","2004-01 - 2004","2004-01","2004","APMS-0004-1743","APMS-0004-1744","1","2","404","APMs","","GMD042321","1"
203023,"GMD042326.pdf","GMD042326.pdf","All Participant Memos","APMs","All Participant Memos","","92-4 - 1992","92-4","1992","APMS-0005-0040","APMS-0005-0047","1","8","408","APMs","","GMD042326","1"
1389963,"GMD042330.pdf","GMD042330.pdf","All Participant Memos","APMs","All Participant Memos","","92-8 - 1992","92-8","1992","APMS-0005-0124","APMS-0005-0161","1","38","412","APMs","","GMD042330","1"
1913500,"GMD042334.pdf","GMD042334.pdf","All Participant Memos","APMs","All Participant Memos","","92-13 - 1992","92-13","1992","APMS-0005-0176","APMS-0005-0234","1","59","416","APMs","","GMD042334","1"
31464,"GMD042338.pdf","GMD042338.pdf","All Participant Memos","APMs","All Participant Memos","","92-17 - 1992","92-17","1992","APMS-0005-0249","APMS-0005-0249","1","1","420","APMs","","GMD042338","1"
254561,"GMD042342.pdf","GMD042342.pdf","All Participant Memos","APMs","All Participant Memos","","92-21 - 1992","92-21","1992","APMS-0005-0277","APMS-0005-0283","1","7","424","APMs","","GMD042342","1"
96431,"GMD042349.pdf","GMD042349.pdf","All Participant Memos","APMs","All Participant Memos","","92-28 - 1992","92-28","1992","APMS-0005-0402","APMS-0005-0403","1","2","431","APMs","","GMD042349","1"
33159,"GMD042353.pdf","GMD042353.pdf","All Participant Memos","APMs","All Participant Memos","","93-4 - 1993","93-4","1993","APMS-0005-0416","APMS-0005-0416","1","1","435","APMs","","GMD042353","1"
88816,"GMD042357.pdf","GMD042357.pdf","All Participant Memos","APMs","All Participant Memos","","93-8 - 1993","93-8","1993","APMS-0005-0485","APMS-0005-0486","1","2","439","APMs","","GMD042357","1"
1270262,"GMD042361.pdf","GMD042361.pdf","All Participant Memos","APMs","All Participant Memos","","93-12 - 1993","93-12","1993","APMS-0005-0490","APMS-0005-0528","1","39","443","APMs","","GMD042361","1"
61879,"GMD042366.pdf","GMD042366.pdf","All Participant Memos","APMs","All Participant Memos","","93-17 - 1993","93-17","1993","APMS-0005-0553","APMS-0005-0554","1","2","448","APMs","","GMD042366","1"
27901,"GMD042370.pdf","GMD042370.pdf","All Participant Memos","APMs","All Participant Memos","","93-21 - 1993","93-21","1993","APMS-0005-0654","APMS-0005-0654","1","1","452","APMs","","GMD042370","1"
47373,"GMD042374.pdf","GMD042374.pdf","All Participant Memos","APMs","All Participant Memos","","94-4 - 1994","94-4","1994","APMS-0005-0669","APMS-0005-0669","1","1","456","APMs","","GMD042374","1"
109986,"GMD042378.pdf","GMD042378.pdf","All Participant Memos","APMs","All Participant Memos","","94-8 - 1994","94-8","1994","APMS-0005-0724","APMS-0005-0726","1","3","460","APMs","","GMD042378","1"
461635,"GMD042382.pdf","GMD042382.pdf","All Participant Memos","APMs","All Participant Memos","","94-12 - 1994","94-12","1994","APMS-0005-0731","APMS-0005-0743","1","13","464","APMs","","GMD042382","1"
2143500,"GMD042386.pdf","GMD042386.pdf","All Participant Memos","APMs","All Participant Memos","","94-16 - 1994","94-16","1994","APMS-0005-0761","APMS-0005-0816","1","56","468","APMs","","GMD042386","1"
62914,"GMD042394.pdf","GMD042394.pdf","All Participant Memos","APMs","All Participant Memos","","95-1 - 1995","95-1","1995","APMS-0005-0891","APMS-0005-0892","1","2","476","APMs","","GMD042394","1"
447608,"GMD042398.pdf","GMD042398.pdf","All Participant Memos","APMs","All Participant Memos","","95-5 - 1995","95-5","1995","APMS-0005-0922","APMS-0005-0934","1","13","480","APMs","","GMD042398","1"
653770,"GMD042402.pdf","GMD042402.pdf","All Participant Memos","APMs","All Participant Memos","","95-9 - 1995","95-9","1995","APMS-0005-0975","APMS-0005-0994","1","20","484","APMs","","GMD042402","1"
32287,"GMD042406.pdf","GMD042406.pdf","All Participant Memos","APMs","All Participant Memos","","95-13 - 1995","95-13","1995","APMS-0005-1050","APMS-0005-1050","1","1","488","APMs","","GMD042406","1"
853557,"GMD042410.pdf","GMD042410.pdf","All Participant Memos","APMs","All Participant Memos","","95-17 - 1995","95-17","1995","APMS-0005-1102","APMS-0005-1124","1","23","492","APMs","","GMD042410","1"
473141,"GMD042414.pdf","GMD042414.pdf","All Participant Memos","APMs","All Participant Memos","","95-21 - 1995","95-21","1995","APMS-0005-1142","APMS-0005-1154","1","13","496","APMs","","GMD042414","1"
466411,"GMD042418.pdf","GMD042418.pdf","All Participant Memos","APMs","All Participant Memos","","95-25 - 1995","95-25","1995","APMS-0005-1165","APMS-0005-1178","1","14","500","APMs","","GMD042418","1"
466107,"GMD042425.pdf","GMD042425.pdf","All Participant Memos","APMs","All Participant Memos","","95-32 - 1995","95-32","1995","APMS-0005-1230","APMS-0005-1242","1","13","507","APMs","","GMD042425","1"
28852,"GMD042436.pdf","GMD042436.pdf","All Participant Memos","APMs","All Participant Memos","","96-16 - 1996","96-16","1996","APMS-0005-1524","APMS-0005-1524","1","1","518","APMs","","GMD042436","1"
177299,"GMD042438.pdf","GMD042438.pdf","All Participant Memos","APMs","All Participant Memos","","96-18 - 1996","96-18","1996","APMS-0005-1526","APMS-0005-1530","1","5","520","APMs","","GMD042438","1"
130480,"GMD042446.pdf","GMD042446.pdf","All Participant Memos","APMs","All Participant Memos","","96-26 - 1996","96-26","1996","APMS-0005-1940","APMS-0005-1943","1","4","528","APMs","","GMD042446","1"
91158,"GMD042450.pdf","GMD042450.pdf","All Participant Memos","APMs","All Participant Memos","","96-30 - 1996","96-30","1996","APMS-0005-1951","APMS-0005-1952","1","2","532","APMs","","GMD042450","1"
372762,"GMD042454.pdf","GMD042454.pdf","All Participant Memos","APMs","All Participant Memos","","Issuing Securities - 1996","Issuing Securities","1996","APMS-0005-1975","APMS-0005-1986","1","12","536","APMs","","GMD042454","1"
379610,"GMD042462.pdf","GMD042462.pdf","All Participant Memos","APMs","All Participant Memos","","97-8 - 1997","97-8","1997","APMS-0005-2097","APMS-0005-2108","1","12","544","APMs","","GMD042462","1"
456592,"GMD042466.pdf","GMD042466.pdf","All Participant Memos","APMs","All Participant Memos","","97-12 - 1997","97-12","1997","APMS-0005-2150","APMS-0005-2162","1","13","548","APMs","","GMD042466","1"
394098,"GMD042470.pdf","GMD042470.pdf","All Participant Memos","APMs","All Participant Memos","","97-16 - 1997","97-16","1997","APMS-0005-2186","APMS-0005-2196","1","11","552","APMs","","GMD042470","1"
838642,"GMD042474.pdf","GMD042474.pdf","All Participant Memos","APMs","All Participant Memos","","97-20 - 1997","97-20","1997","APMS-0005-2214","APMS-0005-2235","1","22","556","APMs","","GMD042474","1"
917341,"GMD042478.pdf","GMD042478.pdf","All Participant Memos","APMs","All Participant Memos","","97-24 - 1997","97-24","1997","APMS-0005-2249","APMS-0005-2271","1","23","560","APMs","","GMD042478","1"
456868,"GMD042482.pdf","GMD042482.pdf","All Participant Memos","APMs","All Participant Memos","","97-28 - 1997","97-28","1997","APMS-0005-2276","APMS-0005-2288","1","13","564","APMs","","GMD042482","1"
48584,"GMD042486.pdf","GMD042486.pdf","All Participant Memos","APMs","All Participant Memos","","97-32 - 1997","97-32","1997","APMS-0005-2360","APMS-0005-2360","1","1","568","APMs","","GMD042486","1"
40590,"GMD042494.pdf","GMD042494.pdf","All Participant Memos","APMs","All Participant Memos","","97-40 - 1997","97-40","1997","APMS-0005-2434","APMS-0005-2434","1","1","576","APMs","","GMD042494","1"
94313,"GMD042498.pdf","GMD042498.pdf","All Participant Memos","APMs","All Participant Memos","","- 2210.3 REV 8, Contents","","2210.3 REV 8, Contents","APMS-0006-0598","APMS-0006-0600","1","3","580","APMs","","GMD042498","1"
343420,"GMD042506.pdf","GMD042506.pdf","All Participant Memos","APMs","All Participant Memos","","8 - 2210.3 REV 8, Contents","8","2210.3 REV 8, Contents","APMS-0006-0806","APMS-0006-0815","1","10","588","APMs","","GMD042506","1"
46585,"GMD042068.pdf","GMD042068.pdf","All Participant Memos","APMs","All Participant Memos","","96-2 - 1996","96-2","1996","APMS-0003-2509","APMS-0003-2509","1","1","148","APMs","","GMD042068","1"
80242,"GMD042318.pdf","GMD042318.pdf","All Participant Memos","APMs","All Participant Memos","","2003-21 - 2003","2003-21","2003","APMS-0004-1736","APMS-0004-1737","1","2","401","APMs","","GMD042318","1"
133108,"GMD042117.pdf","GMD042117.pdf","All Participant Memos","APMs","All Participant Memos","","97-19 - 1997","97-19","1997","APMS-0004-0220","APMS-0004-0222","1","3","198","APMs","","GMD042117","1"
42125,"GMD042040.pdf","GMD042040.pdf","All Participant Memos","APMs","All Participant Memos","","95-7 - 1995","95-7","1995","APMS-0003-2165","APMS-0003-2166","1","2","120","APMs","","GMD042040","1"
2575826,"GMD042324.pdf","GMD042324.pdf","All Participant Memos","APMs","All Participant Memos","","92-1 - 1992","92-1","1992","APMS-0005-0001","APMS-0005-0028","1","28","405","APMs","","GMD042324","1"
1223745,"GMD042458.pdf","GMD042458.pdf","All Participant Memos","APMs","All Participant Memos","","97-4 - 1997","97-4","1997","APMS-0005-2037","APMS-0005-2063","1","27","540","APMs","","GMD042458","1"
1812098,"GMD042502.pdf","GMD042502.pdf","All Participant Memos","APMs","All Participant Memos","","4 - 2210.3 REV 8, Contents","4","2210.3 REV 8, Contents","APMS-0006-0758","APMS-0006-0801","1","44","584","APMs","","GMD042502","1"
705164,"GMD042456.pdf","GMD042456.pdf","All Participant Memos","APMs","All Participant Memos","","97-2 - 1997","97-2","1997","APMS-0005-2000","APMS-0005-2019","1","20","538","APMs","","GMD042456","1"
151533,"GMD042465.pdf","GMD042465.pdf","All Participant Memos","APMs","All Participant Memos","","97-11 - 1997","97-11","1997","APMS-0005-2146","APMS-0005-2149","1","4","547","APMs","","GMD042465","1"
1152266,"GMD042648.pdf","GMD042648.pdf","All Participant Memos","APMs","All Participant Memos","","97-10 - 1997","97-10","1997","APMS-0005-2118","APMS-0005-2145","1","28","546","APMs","","GMD042648","1"
58282,"GMD042274.pdf","GMD042274.pdf","All Participant Memos","APMs","All Participant Memos","","2002-6 - 2002","2002-6","2002","APMS-0004-1441","APMS-0004-1441","1","1","357","APMs","","GMD042274","1"
92141,"GMD042268.pdf","GMD042268.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 2002","Table of Contents","2002","APMS-0004-1375","APMS-0004-1376","1","2","351","APMs","","GMD042268","1"
3027917,"GMD041745.pdf","GMD041745.pdf","All Participant Memos","APMs","All Participant Memos","","1974","","1974","APMS-0001-0406","APMS-0001-0477","1","72","188","APMs","","GMD041745","1"
7888551,"GMD041749.pdf","GMD041749.pdf","All Participant Memos","APMs","All Participant Memos","","1978","","1978","APMS-0001-0809","APMS-0001-1018","1","210","192","APMs","","GMD041749","1"
5171949,"GMD041753.pdf","GMD041753.pdf","All Participant Memos","APMs","All Participant Memos","","1982","","1982","APMS-0001-1678","APMS-0001-1835","1","160","196","APMs","","GMD041753","1"
